Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Total People Quarantined,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation) ,Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
24/08/2020,Andaman and Nicobar Islands,,,,30513,Samples Sent,2904,,261,,78,Facility,,,,,533,Home,,,,,,,,,,,,244,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/372.pdf,https://dhs.andaman.gov.in/,,
25/08/2020,Andaman and Nicobar Islands,,,,31082,Samples Sent,2945,,389,,78,Facility,,,,,403,Home,,,,,,,,,,,,274,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/373.pdf,https://dhs.andaman.gov.in/,,
26/08/2020,Andaman and Nicobar Islands,,,,31646,Samples Sent,2985,,312,,78,Facility,,,,,366,Home,,,,,,,,,,,,269,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/374.pdf,https://dhs.andaman.gov.in/,,
27/08/2020,Andaman and Nicobar Islands,,,,31830,Samples Sent,3018,,270,,78,Facility,,,,,333,Home,,,,,,,,,,,,269,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/375.pdf,https://dhs.andaman.gov.in/,,
28/08/2020,Andaman and Nicobar Islands,,,,32100,Samples Sent,3050,,285,,78,Facility,,,,,297,Home,,,,,,,,,,,,267,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/376.pdf,https://dhs.andaman.gov.in/,,
29/08/2020,Andaman and Nicobar Islands,,,,32407,Samples Sent,3081,,301,,78,Facility,,,,,223,Home,,,,,,,,,,,,295,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/377.pdf,https://dhs.andaman.gov.in/,,
30/08/2020,Andaman and Nicobar Islands,,,,32674,Samples Sent,3104,,204,,89,Facility,,,,,169,Home,,,,,,,,,,,,304,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/378.pdf,https://dhs.andaman.gov.in/,,
31/08/2020,Andaman and Nicobar Islands,,,,33485,Samples Sent,3132,,275,,89,Facility,,,,,173,Home,,,,,,,,,,,,266,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/379.pdf,https://dhs.andaman.gov.in/,,
01/09/2020,Andaman and Nicobar Islands,,,,35104,Samples Sent,3160,,246,,91,Facility,,,,,132,Home,,,,,,,,,,,,283,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/380.pdf,https://dhs.andaman.gov.in/,,
02/09/2020,Andaman and Nicobar Islands,,,,36136,Samples Sent,,,260,,91,Facility,,,,,106,Home,,,,,,,,,,,,275,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/381.pdf,https://dhs.andaman.gov.in/,,
03/09/2020,Andaman and Nicobar Islands,,,,37075,Samples Sent,3223,,264,,91,Facility,,,,,82,Home,,,,,,,,,,,,270,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/382.pdf,https://dhs.andaman.gov.in/,,
04/09/2020,Andaman and Nicobar Islands,,,,37825,Samples Sent,3257,,175,,91,Facility,,,,,77,Home,,,,,,,,,,,,268,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/383.pdf,https://dhs.andaman.gov.in/,,
05/09/2020,Andaman and Nicobar Islands,,,,38574,Samples Sent,3292,,189,,93,Facility,,,,,68,Home,,,,,,,,,,,,270,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/384.pdf,https://dhs.andaman.gov.in/,,
06/09/2020,Andaman and Nicobar Islands,,,,39205,Samples Sent,3332,,120,,94,Facility,,,,,75,Home,,,,,,,,,,,,256,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/385.pdf,https://dhs.andaman.gov.in/,,
07/09/2020,Andaman and Nicobar Islands,,,,39995,Samples Sent,3359,,287,,,Facility,,,,,64,Home,,,,,,,,,,,,248,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/386.pdf,https://dhs.andaman.gov.in/,,
08/09/2020,Andaman and Nicobar Islands,,,,41039,Samples Sent,3392,,261,,,Facility,,,,,58,Home,,,,,,,,,,,,249,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/387.pdf,https://dhs.andaman.gov.in/,,
09/09/2020,Andaman and Nicobar Islands,,,,41776,Samples Sent,3426,,238,,,Facility,,,,,50,Home,,,,,,,,,,,,247,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/388.pdf,https://dhs.andaman.gov.in/,,
10/09/2020,Andaman and Nicobar Islands,,,,42792,Samples Sent,3465,,207,,,Facility,,,,,42,Home,,,,,,,,,,,,251,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/391.pdf,https://dhs.andaman.gov.in/,,
11/09/2020,Andaman and Nicobar Islands,,,,43680,Samples Sent,3494,,197,,,Facility,,,,,39,Home,,,,,,,,,,,,247,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/392.pdf,https://dhs.andaman.gov.in/,,
12/09/2020,Andaman and Nicobar Islands,,,,44570,Samples Sent,3521,,160,,,Facility,,,,,39,Home,,,,,,,,,,,,229,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/393.pdf,https://dhs.andaman.gov.in/,,
13/09/2020,Andaman and Nicobar Islands,,,,45279,Samples Sent,3546,,159,,,,,,,,20,Home,,,,,,,,,,,,232,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/394.pdf,https://dhs.andaman.gov.in/,,
14/09/2020,Andaman and Nicobar Islands,,,,45987,Samples Sent,3557,,72,,,,,,,,14,Home,,,,,,,,,,,,213,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/395.pdf,https://dhs.andaman.gov.in/,,
15/09/2020,Andaman and Nicobar Islands,,,,46823,Samples Sent,3574,,184,,,,,,,,1,Home,,,,,,,,,,,,203,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/396.pdf,https://dhs.andaman.gov.in/,,
16/09/2020,Andaman and Nicobar Islands,,,,47794,Samples Sent,3593,,248,,,,,,,,1,Home,,,,,,,,,,,,195,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/397.pdf,https://dhs.andaman.gov.in/,,
17/09/2020,Andaman and Nicobar Islands,,,,48861,Samples Sent,3604,,299,,,,,,,,1,Home,,,,,,,,,,,,173,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/398.pdf,https://dhs.andaman.gov.in/,,
18/09/2020,Andaman and Nicobar Islands,,,,50035,Samples Sent,3631,,134,,,,,,,,1,Home,,,,,,,,,,,,164,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/399.pdf,https://dhs.andaman.gov.in/,,
19/09/2020,Andaman and Nicobar Islands,,,,50681,Samples Sent,3644,,94,,,,,,,,1,Home,,,,,,,,,,,,155,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/400.pdf,https://dhs.andaman.gov.in/,,
20/09/2020,Andaman and Nicobar Islands,,,,51262,Samples Sent,3651,,94,,,,,,,,,,,,,,,,,,,,,148,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/401.pdf,https://dhs.andaman.gov.in/,,
21/09/2020,Andaman and Nicobar Islands,,,,52220,Samples Sent,3673,,110,,,,,,,,,,,,,,,,,,,,,152,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/402.pdf,https://dhs.andaman.gov.in/,,
22/09/2020,Andaman and Nicobar Islands,,,,52845,Samples Sent,3691,,84,,,,,,,,,,,,,,,,,,,,,160,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/403.pdf,https://dhs.andaman.gov.in/,,
23/09/2020,Andaman and Nicobar Islands,,,,53591,Samples Sent,3712,,77,,,,,,,,,,,,,,,,,,,,,166,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/405.pdf,https://dhs.andaman.gov.in/,,
24/09/2020,Andaman and Nicobar Islands,,,,52992,Samples Sent,3744,,84,,,,,,,,,,,,,,,,,,,,,189,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/406.pdf,https://dhs.andaman.gov.in/,,
25/09/2020,Andaman and Nicobar Islands,,,,55169,Samples Sent,3759,,28,,,,,,,,,,,,,,,,,,,,,179,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/407.pdf,https://dhs.andaman.gov.in/,,
26/09/2020,Andaman and Nicobar Islands,,,,56059,Samples Sent,3774,,173,,,,,,,,,,,,,,,,,,,,,171,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/408.pdf,https://dhs.andaman.gov.in/,,
27/09/2020,Andaman and Nicobar Islands,,,,56661,Samples Sent,3794,,25,,,,,,,,,,,,,,,,,,,,,188,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/409.pdf,https://dhs.andaman.gov.in/,,
28/09/2020,Andaman and Nicobar Islands,,,,57343,Samples Sent,3803,,132,,,,,,,,,,,,,,,,,,,,,168,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/410.pdf,https://dhs.andaman.gov.in/,,
29/09/2020,Andaman and Nicobar Islands,,,,58135,Samples Sent,3821,,53,,,,,,,,,,,,,,,,,,,,,181,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/411.pdf,https://dhs.andaman.gov.in/,,
30/09/2020,Andaman and Nicobar Islands,,,,58763,Samples Sent,3835,,0,,,,,,,,,,,,,,,,,,,,,174,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/412.pdf,https://dhs.andaman.gov.in/,,
01/10/2020,Andaman and Nicobar Islands,,,,59676,Samples Sent,3848,,43,,,,,,,,,,,,,,,,,,,,,172,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/413.pdf,https://dhs.andaman.gov.in/,,
02/10/2020,Andaman and Nicobar Islands,,,,60437,Samples Sent,3858,,8,,,,,,,,,,,,,,,,,,,,,174,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/414.pdf,https://dhs.andaman.gov.in/,,
03/10/2020,Andaman and Nicobar Islands,,,,61231,Samples Sent,3868,,22,,,,,,,,,,,,,,,,,,,,,173,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/415.pdf,https://dhs.andaman.gov.in/,,
04/10/2020,Andaman and Nicobar Islands,,,,62103,Samples Sent,3884,,10,,,,,,,,,,,,,,,,,,,,,179,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/416.pdf,https://dhs.andaman.gov.in/,,
05/10/2020,Andaman and Nicobar Islands,,,,63009,Samples Sent,3899,,136,,,,,,,,,,,,,,,,,,,,,186,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/417.pdf,https://dhs.andaman.gov.in/,,
06/10/2020,Andaman and Nicobar Islands,,,,63790,Samples Sent,3912,,23,,,,,,,,,,,,,,,,,,,,,180,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/418.pdf,https://dhs.andaman.gov.in/,,
07/10/2020,Andaman and Nicobar Islands,,,,65111,Samples Sent,3935,,66,,,,,,,,,,,,,,,,,,,,,185,,,,1039,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/419.pdf,https://dhs.andaman.gov.in/,,
08/10/2020,Andaman and Nicobar Islands,,,,66244,Samples Sent,3952,,150,,,,,,,,,,,,,,,,,,,,,190,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/420.pdf,https://dhs.andaman.gov.in/,,
09/10/2020,Andaman and Nicobar Islands,,,,67332,Samples Sent,3976,,18,,,,,,,,,,,,,,,,,,,,,197,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/421.pdf,https://dhs.andaman.gov.in/,,
10/10/2020,Andaman and Nicobar Islands,,,,68464,Samples Sent,3992,,175,,,,,,,,,,,,,,,,,,,,,193,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/422.pdf,https://dhs.andaman.gov.in/,,
11/10/2020,Andaman and Nicobar Islands,,,,69146,Samples Sent,4005,,0,,,,,,,,,,,,,,,,,,,,,186,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/423.pdf,https://dhs.andaman.gov.in/,,
12/10/2020,Andaman and Nicobar Islands,,,,69932,Samples Sent,4023,,100,,,,,,,,,,,,,,,,,,,,,198,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/424.pdf,https://dhs.andaman.gov.in/,,
13/10/2020,Andaman and Nicobar Islands,,,,70780,Samples Sent,4036,,92,,,,,,,,,,,,,,,,,,,,,199,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/425.pdf,https://dhs.andaman.gov.in/,,
14/10/2020,Andaman and Nicobar Islands,,,,71624,Samples Sent,4046,,4,,,,,,,,,,,,,,,,,,,,,195,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/426.pdf,https://dhs.andaman.gov.in/,,
15/10/2020,Andaman and Nicobar Islands,,,,72525,Samples Sent,4062,,150,,,,,,,,,,,,,,,,,,,,,190,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/427.pdf,https://dhs.andaman.gov.in/,,
16/10/2020,Andaman and Nicobar Islands,,,,73363,Samples Sent,4072,,111,,,,,,,,,,,,,,,,,,,,,185,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/428.pdf,https://dhs.andaman.gov.in/,,
17/10/2020,Andaman and Nicobar Islands,,,,74277,Samples Sent,4083,,250,,,,,,,,,,,,,,,,,,,,,179,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/430.pdf,https://dhs.andaman.gov.in/,,
18/10/2020,Andaman and Nicobar Islands,,,,75030,Samples Sent,4108,,35,,,,,,,,,,,,,,,,,,,,,184,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/431.pdf,https://dhs.andaman.gov.in/,,
19/10/2020,Andaman and Nicobar Islands,,,,75977,Samples Sent,4126,,10,,,,,,,,,,,,,,,,,,,,,178,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/432.pdf,https://dhs.andaman.gov.in/,,
20/10/2020,Andaman and Nicobar Islands,,,,77200,Samples Sent,4141,,363,,,,,,,,,,,,,,,,,,,,,183,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/434.pdf,https://dhs.andaman.gov.in/,,
21/10/2020,Andaman and Nicobar Islands,,,,78303,Samples Sent,4168,,263,,,,,,,,,,,,,,,,,,,,,199,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/435.pdf,https://dhs.andaman.gov.in/,,
22/10/2020,Andaman and Nicobar Islands,,,,79301,Samples Sent,4184,,193,,,,,,,,,,,,,,,,,,,,,190,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/436.pdf,https://dhs.andaman.gov.in/,,
23/10/2020,Andaman and Nicobar Islands,,,,80768,Samples Sent,4207,,221,,,,,,,,,,,,,,,,,,,,,204,,,,987,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/437.pdf,https://dhs.andaman.gov.in/,,
24/10/2020,Andaman and Nicobar Islands,,,,81880,Samples Sent,4225,,272,,,,,,,,,,,,,,,,,,,,,199,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/438.pdf,https://dhs.andaman.gov.in/,,
25/10/2020,Andaman and Nicobar Islands,,,,82626,Samples Sent,4245,,7,,,,,,,,,,,,,,,,,,,,,204,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/439.pdf,https://dhs.andaman.gov.in/,,
26/10/2020,Andaman and Nicobar Islands,,,,83115,Samples Sent,4253,,10,,,,,,,,,,,,,,,,,,,,,197,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/440.pdf,https://dhs.andaman.gov.in/,,
27/10/2020,Andaman and Nicobar Islands,,,,84308,Samples Sent,4274,,10,,,,,,,,,,,,,,,,,,,,,197,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/441.pdf,https://dhs.andaman.gov.in/,,
28/10/2020,Andaman and Nicobar Islands,,,,85378,Samples Sent,4289,,15,,,,,,,,,,,,,,,,,,,,,192,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/442.pdf,https://dhs.andaman.gov.in/,,
29/10/2020,Andaman and Nicobar Islands,,,,86715,Samples Sent,4305,,200,,,,,,,,,,,,,,,,,,,,,192,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/443.pdf,https://dhs.andaman.gov.in/,,
30/10/2020,Andaman and Nicobar Islands,,,,87789,Samples Sent,4317,,207,,,,,,,,,,,,,,,,,,,,,182,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/444.pdf,https://dhs.andaman.gov.in/,,
31/10/2020,Andaman and Nicobar Islands,,,,88453,Samples Sent,4332,,4,,,,,,,,,,,,,,,,,,,,,173,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/445.pdf,https://dhs.andaman.gov.in/,,
01/11/2020,Andaman and Nicobar Islands,,,,89559,Samples Sent,4340,,0,,,,,,,,,,,,,,,,,,,,,168,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/446.pdf,https://dhs.andaman.gov.in/,,
02/11/2020,Andaman and Nicobar Islands,,,,90901,Samples Sent,4352,,0,,,,,,,,,,,,,,,,,,,,,160,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/447.pdf,https://dhs.andaman.gov.in/,,
03/11/2020,Andaman and Nicobar Islands,,,,92249,Samples Sent,4372,,14,,,,,,,,,,,,,,,,,,,,,159,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/449.pdf,https://dhs.andaman.gov.in/,,
04/11/2020,Andaman and Nicobar Islands,,,,93406,Samples Sent,4389,,23,,,,,,,,,,,,,,,,,,,,,166,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/451.pdf,https://dhs.andaman.gov.in/,,
05/11/2020,Andaman and Nicobar Islands,,,,94639,Samples Sent,4403,,65,,,,,,,,,,,,,,,,,,,,,168,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/455.pdf,https://dhs.andaman.gov.in/,,
06/11/2020,Andaman and Nicobar Islands,,,,96214,Samples Sent,4420,,54,,,,,,,,,,,,,,,,,,,,,166,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/456.pdf,https://dhs.andaman.gov.in/,,
07/11/2020,Andaman and Nicobar Islands,,,,97603,Samples Sent,4441,,3,,,,,,,,,,,,,,,,,,,,,175,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/457.pdf,https://dhs.andaman.gov.in/,,
08/11/2020,Andaman and Nicobar Islands,,,,98812,Samples Sent,4450,,0,,,,,,,,,,,,,,,,,,,,,169,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/458.pdf,https://dhs.andaman.gov.in/,,
09/11/2020,Andaman and Nicobar Islands,,,,100025,Samples Sent,4463,,170,,,,,,,,,,,,,,,,,,,,,169,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/459.pdf,https://dhs.andaman.gov.in/,,
10/11/2020,Andaman and Nicobar Islands,,,,101226,Samples Sent,4477,,183,,,,,,,,,,,,,,,,,,,,,162,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/460.pdf,https://dhs.andaman.gov.in/,,
11/11/2020,Andaman and Nicobar Islands,, ,,102433,Samples Sent,4494,,235,,,,,,,,,,,,,,,,,,,,,167,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/461.pdf,https://dhs.andaman.gov.in/,,
12/11/2020,Andaman and Nicobar Islands,,,,103599,Samples Sent,4507,,161,,,,,,,,,,,,,,,,,,,,,164,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/462.pdf,https://dhs.andaman.gov.in/,,
13/11/2020,Andaman and Nicobar Islands,,,,104785,Samples Sent,4518,,112,,,,,,,,,,,,,,,,,,,,,153,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/463.pdf,https://dhs.andaman.gov.in/,,
14/11/2020,Andaman and Nicobar Islands,,,,105699,Samples Sent,4527,,0,,,,,,,,,,,,,,,,,,,,,151,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/464.pdf,https://dhs.andaman.gov.in/,,
15/11/2020,Andaman and Nicobar Islands,,,,106734,Samples Sent,4536,,0,,,,,,,,,,,,,,,,,,,,,145,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/465.pdf,https://dhs.andaman.gov.in/,,
16/11/2020,Andaman and Nicobar Islands,,,,108080,Samples Sent,4557,,70,,,,,,,,,,,,,,,,,,,,,150,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/466.pdf,https://dhs.andaman.gov.in/,,
17/11/2020,Andaman and Nicobar Islands,,,,109646,Samples Sent,4574,,111,,,,,,,,,,,,,,,,,,,,,150,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/467.pdf,https://dhs.andaman.gov.in/,,
18/11/2020,Andaman and Nicobar Islands,,,,111166,Samples Sent,4593,,2,,,,,,,,,,,,,,,,,,,,,154,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/468.pdf,https://dhs.andaman.gov.in/,,
19/11/2020,Andaman and Nicobar Islands,,,,112792,Samples Sent,4604,,2,,,,,,,,,,,,,,,,,,,,,145,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/469.pdf,https://dhs.andaman.gov.in/,,
20/11/2020,Andaman and Nicobar Islands,,,,114392,Samples Sent,4617,,89,,,,,,,,,,,,,,,,,,,,,148,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/470.pdf,https://dhs.andaman.gov.in/,,
21/11/2020,Andaman and Nicobar Islands,,,,115968,Samples Sent,4631,,0,,,,,,,,,,,,,,,,,,,,,142,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/471.pdf,https://dhs.andaman.gov.in/,,
22/11/2020,Andaman and Nicobar Islands,,,,117093,Samples Sent,4641,,0,,,,,,,,,,,,,,,,,,,,,140,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/472.pdf,https://dhs.andaman.gov.in/,,
23/11/2020,Andaman and Nicobar Islands,,,,118654,Samples Sent,4656,,88,,,,,,,,,,,,,,,,,,,,,142,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/473.pdf,https://dhs.andaman.gov.in/,,
24/11/2020,Andaman and Nicobar Islands,,,,120324,Samples Sent,4667,,46,,,,,,,,,,,,,,,,,,,,,142,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/474.pdf,https://dhs.andaman.gov.in/,,
25/11/2020,Andaman and Nicobar Islands,,,,121931,Samples Sent,4677,,18,,,,,,,,,,,,,,,,,,,,,137,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/475.pdf,https://dhs.andaman.gov.in/,,
26/11/2020,Andaman and Nicobar Islands,,,,123165,Samples Sent,4682,,0,,,,,,,,,,,,,,,,,,,,,130,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/479.pdf,https://dhs.andaman.gov.in/,,
27/11/2020,Andaman and Nicobar Islands,,,,124832,Samples Sent,4689,,2,,,,,,,,,,,,,,,,,,,,,120,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/480.pdf,https://dhs.andaman.gov.in/,,
28/11/2020,Andaman and Nicobar Islands,,,,126331,Samples Sent,4698,,3,,,,,,,,,,,,,,,,,,,,,119,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/481.pdf,https://dhs.andaman.gov.in/,,
29/11/2020,Andaman and Nicobar Islands,,,,127912,Samples Sent,4704,,2,,,,,,,,,,,,,,,,,,,,,106,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/482.pdf,https://dhs.andaman.gov.in/,,
30/11/2020,Andaman and Nicobar Islands,,,,129389,Samples Sent,4710,,0,,,,,,,,,,,,,,,,,,,,,99,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/483.pdf,https://dhs.andaman.gov.in/,,
01/12/2020,Andaman and Nicobar Islands,,,,131080,Samples Sent,4718,,1,,,,,,,,,,,,,,,,,,,,,91,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/484.pdf,https://dhs.andaman.gov.in/,,
02/12/2020,Andaman and Nicobar Islands,,,,132784,Samples Sent,4723,,1,,,,,,,,,,,,,,,,,,,,,79,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/485.pdf,https://dhs.andaman.gov.in/,,
03/12/2020,Andaman and Nicobar Islands,,,,134355,Samples Sent,4729,,2,,,,,,,,,,,,,,,,,,,,,71,,,,1037,,,,,,,,,,,,,,,,,https://dhs.andaman.gov.in/NewEvents/486.pdf,https://dhs.andaman.gov.in/,,
